gene_id	product	protein_id
18215	IUM83_11217	Phosphoglycerate mutase family	KAG6591117.1
18216	IUM83_11218	phosphoglycerate mutase family	KAG6591119.1
18217	IUM83_11219	putative palmitoyltransferase	KAG6591164.1
18218	IUM83_11220	hypothetical protein	KAG6591007.1
18219	IUM83_11221	DNA/RNA-binding protein KIN17	KAG6591051.1
18220	IUM83_11222	hypothetical protein	KAG6591057.1
18221	IUM83_11223	hypothetical protein	KAG6591008.1
18222	IUM83_11224	berberine-like protein	KAG6591052.1
18223	IUM83_11225	berberine-like protein	KAG6591053.1
18224	IUM83_11226	Berberine-like protein	KAG6591009.1
18225	IUM83_11227	Berberine-like protein	KAG6591010.1
18226	IUM83_11228	Histone-lysine N-methyltransferase	KAG6591074.1
18227	IUM83_11229	reverse transcriptase	KAG6591054.1
18228	IUM83_11230	Berberine-like protein	KAG6591112.1
18229	IUM83_11231	Glycoside hydrolase-like protein	KAG6591170.1
18230	IUM83_11232	Lysosomal beta glucosidase	KAG6590962.1
18231	IUM83_11233	STE/STE11 protein Kinase	KAG6591169.1
18232	IUM83_11234	Ketol-acid reductoisomerase	KAG6591041.1
18233	IUM83_11235	Lysosomal beta glucosidase	KAG6591115.1
18234	IUM83_11236	Lysosomal beta glucosidase	KAG6591114.1
18235	IUM83_11237	Lysosomal beta glucosidase	KAG6591113.1
18236	IUM83_11238	Lysosomal beta glucosidase	KAG6591174.1
18237	IUM83_11239	Lysosomal beta glucosidase	KAG6590970.1
18238	IUM83_11240	Lysosomal beta glucosidase	KAG6591028.1
18239	IUM83_11241	hypothetical protein	KAG6591029.1
18240	IUM83_11242	valine-tRNA ligase	KAG6591026.1
18241	IUM83_11243	polycystic kidney disease 2 protein	KAG6591027.1
18242	IUM83_11244	Polycystin Cation Channel (PCC) Family	KAG6591025.1
18243	IUM83_11245	hypothetical protein	KAG6591001.1
18244	IUM83_11246	putative membrane protein, predicted efflux pump	KAG6591020.1
18245	IUM83_11247	Pleckstrin homology-like domain	KAG6591021.1
18246	IUM83_11248	choline dehydrogenase	KAG6590969.1
18247	IUM83_11249	Chloride Channel (ClC) Family	KAG6591030.1
18248	IUM83_11250	Chloride Channel (ClC) Family	KAG6591171.1
18249	IUM83_11251	choline dehydrogenase	KAG6591073.1
18250	IUM83_11252	Multidrug resistance-associated protein 9	KAG6591134.1
18251	IUM83_11253	hypothetical protein	KAG6591172.1
18252	IUM83_11254	hypothetical protein	KAG6591110.1
18253	IUM83_11255	hypothetical protein	KAG6591132.1
18254	IUM83_11256	Eukaryotic/viral aspartic protease, active site	KAG6591173.1
18255	IUM83_11257	putative jerky	KAG6591133.1
18256	IUM83_11258	putative Tigger transposable elementderived protein 6	KAG6591086.1
18257	IUM83_11259	PDZ domain	KAG6591085.1
18258	IUM83_11260	Calnexin	KAG6591037.1
18259	IUM83_11261	Proteasome subunit beta	KAG6591140.1
18260	IUM83_11262	zinc finger CCHC domain-containing protein 10-like	KAG6591141.1
18261	IUM83_11263	Multidrug/Oligosaccharidyl-lipid/polysaccharide (MOP) Flippase Superfamily	KAG6591038.1
18262	IUM83_11264	CBS domain	KAG6591031.1
18263	IUM83_11265	tyrosine-tRNA ligase	KAG6591138.1
18264	IUM83_11266	Transmembrane emp24 domain-containing protein B	KAG6591003.1
18265	IUM83_11267	hypothetical protein	KAG6591139.1
18266	IUM83_11268	chromatin assembly factor 1 subunit B-like protein	KAG6591137.1
18267	IUM83_11269	putative membrane protein	KAG6591018.1
18268	IUM83_11270	GNAT family acetyltransferase	KAG6591123.1
18269	IUM83_11271	hypothetical protein	KAG6591166.1
18270	IUM83_11272	hypothetical protein	KAG6591122.1
18271	IUM83_11273	50S ribosomal protein L13	KAG6591127.1
18272	IUM83_11274	50S ribosomal protein L13	KAG6591121.1
18273	IUM83_11275	RxLR effector candidate protein	KAG6591150.1
18274	IUM83_11276	Multidrug resistance-associated protein 1	KAG6591116.1
18275	IUM83_11277	ATP-binding Cassette (ABC) Superfamily	KAG6591125.1
18276	IUM83_11278	ATP-binding Cassette (ABC) Superfamily	KAG6591120.1
18277	IUM83_11279	hypothetical protein	KAG6591124.1
18278	IUM83_11280	Rab28 family GTPase	KAG6590987.1
18279	IUM83_11281	Nonsense-mediated decay protein Upf3	KAG6590988.1
18280	IUM83_11282	Inositol phosphoceramide mannosyltransferase 2	KAG6590985.1
18281	IUM83_11283	Amino Acid-Polyamine-Organocation (APC) Family	KAG6590986.1
18282	IUM83_11284	kinesin-like protein	KAG6590991.1
18283	IUM83_11285	putative DNA topoisomerase	KAG6590992.1
18284	IUM83_11286	Eukaryotic/viral aspartic protease, active site	KAG6590989.1
18285	IUM83_11287	Eukaryotic/viral aspartic protease, active site	KAG6590990.1
18286	IUM83_11288	reverse transcriptase	KAG6590993.1
18287	IUM83_11289	Retrovirus-related Pol polyprotein from transposon TNT 1-94	KAG6590994.1
18288	IUM83_11290	hypothetical protein	KAG6591091.1
18289	IUM83_11291	hypothetical protein	KAG6591064.1
18290	IUM83_11292	reverse transcriptase	KAG6591072.1
18291	IUM83_11293	hypothetical protein	KAG6591092.1
18292	IUM83_11294	reverse transcriptase	KAG6591089.1
18293	IUM83_11295	hypothetical protein	KAG6591088.1
18294	IUM83_11296	hydroxyproline N-acetylglucosaminyltransferase	KAG6590979.1
18295	IUM83_11297	isoprenylcysteine alpha-carbonyl methylesterase ICMEL1	KAG6591090.1
18296	IUM83_11298	G patch domain containing protein	KAG6591111.1
18297	IUM83_11299	G patch domain and ankyrin repeat-containing protein 1	KAG6591087.1
18298	IUM83_11300	G patch domain and ankyrin repeat-containing protein 1	KAG6591013.1
18299	IUM83_11301	replication factor C subunit 3	KAG6590963.1
18300	IUM83_11302	RxLR effector candidate protein	KAG6591012.1
18301	IUM83_11303	Vacuolar protein sorting-associated protein	KAG6591011.1
18302	IUM83_11304	Vacuolar protein sorting-associated protein	KAG6590967.1
18303	IUM83_11305	Ran-binding protein 9/10	KAG6590966.1
18304	IUM83_11306	methionine-tRNA ligase	KAG6591055.1
18305	IUM83_11307	myosin-like protein	KAG6590965.1
18306	IUM83_11308	myosin-like protein	KAG6590968.1
18307	IUM83_11309	Protein Kinase	KAG6591056.1
18308	IUM83_11310	Outer Dynein Arm Light Chain 2	KAG6591065.1
18309	IUM83_11311	ATP synthase subunit delta'	KAG6591163.1
18310	IUM83_11312	Zinc finger protein 706	KAG6591066.1
18311	IUM83_11313	Peroxisomal (S)-2-hydroxy-acid oxidase	KAG6591067.1
18312	IUM83_11314	Peroxisomal (S)-2-hydroxy-acid oxidase	KAG6591165.1
18313	IUM83_11315	putative nuclear mitotic apparatus protein	KAG6591068.1
18314	IUM83_11316	CK1/CK1 protein kinase	KAG6591069.1
18315	IUM83_11317	fidgetin-like protein	KAG6591167.1
18316	IUM83_11318	Speckle-type POZ protein	KAG6591070.1
18317	IUM83_11319	Necrosis and ethylene-inducing protein 6	KAG6591071.1
18318	IUM83_11320	Necrosis and ethylene-inducing protein 6	KAG6590975.1
18319	IUM83_11321	Necrosis and ethylene-inducing protein 6	KAG6590974.1
18320	IUM83_11322	Necrosis and ethylene-inducing protein 6	KAG6591059.1
18321	IUM83_11323	Chaperone protein DnaJ 2	KAG6590976.1
18322	IUM83_11324	Leucine rich repeat protein	KAG6590972.1
18323	IUM83_11325	WRKY transcription factor 19	KAG6590971.1
18324	IUM83_11326	RxLR effector protein	KAG6591058.1
18325	IUM83_11327	hypothetical protein	KAG6590973.1
18326	IUM83_11328	guanine deaminase	KAG6590978.1
18327	IUM83_11329	Small secreted protein	KAG6590977.1
18328	IUM83_11330	putative ATP-dependent RNA helicase	KAG6591080.1
18329	IUM83_11331	hypothetical protein	KAG6591081.1
18330	IUM83_11332	DNA topoisomerase 2	KAG6591079.1
18331	IUM83_11333	putative carbohydrate-binding protein	KAG6591151.1
18332	IUM83_11334	putative secreted RxLR effector protein	KAG6591083.1
18333	IUM83_11335	Complex 1 LYR protein	KAG6591084.1
18334	IUM83_11336	Dimeric alpha-beta barrel	KAG6591082.1
18335	IUM83_11337	Serine carboxypeptidase 49	KAG6591076.1
18336	IUM83_11338	putative exosome complex exonuclease RRP43	KAG6591077.1
18337	IUM83_11339	serine/threonine protein kinase	KAG6591078.1
18338	IUM83_11340	serine/threonine protein kinase	KAG6591040.1
18339	IUM83_11341	hypothetical protein	KAG6591109.1
18340	IUM83_11342	hypothetical protein	KAG6590984.1
18341	IUM83_11343	hypothetical protein	KAG6591108.1
18342	IUM83_11344	hypothetical protein	KAG6591107.1
18343	IUM83_11345	hypothetical protein	KAG6591106.1
18344	IUM83_11346	hypothetical protein	KAG6590983.1
18345	IUM83_11347	hypothetical protein	KAG6590982.1
18346	IUM83_11348	hypothetical protein	KAG6590981.1
18347	IUM83_11349	hypothetical protein	KAG6590980.1
18348	IUM83_11350	hypothetical protein	KAG6591135.1
18349	IUM83_11351	hypothetical protein	KAG6590995.1
18350	IUM83_11352	WRKY transcription factor 19	KAG6591136.1
18351	IUM83_11353	calcium channel subunit mid1	KAG6591006.1
18352	IUM83_11354	Intraflagellar transport protein 46	KAG6591049.1
18353	IUM83_11355	Translation initiation factor eIF-2B subunit gamma	KAG6591129.1
18354	IUM83_11356	protein disulfide-isomerase domain	KAG6591096.1
18355	IUM83_11357	cytochrome c oxidase assembly factor 5	KAG6591094.1
18356	IUM83_11358	hypothetical protein	KAG6591128.1
18357	IUM83_11359	glycyl-tRNA synthetase	KAG6591093.1
18358	IUM83_11360	hypothetical protein	KAG6591154.1
18359	IUM83_11361	Glycylpeptide N-tetradecanoyltransferase 2	KAG6591153.1
18360	IUM83_11362	glycylpeptide N-tetradecanoyltransferase 2	KAG6590997.1
18361	IUM83_11363	E3 ubiquitin ligase	KAG6590996.1
18362	IUM83_11364	E3 ubiquitin ligase	KAG6591024.1
18363	IUM83_11365	putative EndonucleaseReverse transcriptase	KAG6591142.1
18364	IUM83_11366	putative EndonucleaseReverse transcriptase	KAG6590999.1
18365	IUM83_11367	E3 ubiquitin ligase	KAG6590998.1
18366	IUM83_11368	E3 ubiquitin ligase	KAG6591000.1
18367	IUM83_11369	E3 ubiquitin ligase	KAG6591155.1
18368	IUM83_11370	RING finger ubiquitin ligase	KAG6591103.1
18369	IUM83_11371	RING finger ubiquitin ligase	KAG6591104.1
18370	IUM83_11372	TKL protein kinase	KAG6591099.1
18371	IUM83_11373	Folate-Biopterin transporter (FBT) family	KAG6591101.1
18372	IUM83_11374	WD40 repeat protein	KAG6591098.1
18373	IUM83_11375	putative secreted RxLR effector protein	KAG6591130.1
18374	IUM83_11376	Major Facilitator Superfamily (MFS)	KAG6591168.1
18375	IUM83_11377	reverse transcriptase	KAG6591039.1
18376	IUM83_11378	polyprotein	KAG6591105.1
18377	IUM83_11379	putative secreted RxLR effector protein	KAG6591131.1
18378	IUM83_11380	Spore coat protein CotH	KAG6591157.1
18379	IUM83_11381	reverse transcriptase	KAG6591095.1
18380	IUM83_11382	reverse transcriptase	KAG6591050.1
18381	IUM83_11383	reverse transcriptase	KAG6591156.1
18382	IUM83_18360	pleiotropic drug resistance protein ABC superfamily	KAG6590958.1
18383	IUM83_18361	serine protease trypsin-like protein	KAG6590959.1
18384	IUM83_18362	Pol protein	KAG6590956.1
18385	IUM83_18363	Pleiotropic drug resistance protein	KAG6590957.1
18386	IUM83_18364	glucose-6-phosphate isomerase	KAG6590917.1
18387	IUM83_18365	glucose-6-phosphate isomerase	KAG6590955.1
18388	IUM83_18366	Transmembrane protein	KAG6590915.1
18389	IUM83_18367	E3 ubiquitin-protein ligase Zswim2	KAG6590916.1
18390	IUM83_18368	Der1-like family	KAG6590925.1
18391	IUM83_18369	Mannosyl-oligosaccharide alpha-1,2-mannosidase	KAG6590960.1
18392	IUM83_18370	AGC/PKA protein kinase	KAG6590909.1
18393	IUM83_18371	Mannosyl-oligosaccharide alpha-1,2-mannosidase	KAG6590918.1
18394	IUM83_18372	syntaxin-like protein	KAG6590910.1
18395	IUM83_18373	syntaxin-like protein	KAG6590919.1
18396	IUM83_18374	dynein heavy chain	KAG6590921.1
18397	IUM83_18375	homogentisate 1,2-dioxygenase	KAG6590920.1
18398	IUM83_18376	kinesin-like protein	KAG6590936.1
18399	IUM83_18377	Mutatorlike Transposase	KAG6590924.1
18400	IUM83_18378	Dual specificity phosphatase	KAG6590923.1
18401	IUM83_18379	putative dual specificity phosphatase	KAG6590922.1
18402	IUM83_18380	SEC14 cytosolic factor	KAG6590946.1
18403	IUM83_18381	putative actin-related protein 2/3 complex subunit	KAG6590948.1
18404	IUM83_18382	phenylalanyl-trna synthetase subunit beta	KAG6590949.1
18405	IUM83_18383	hypothetical protein	KAG6590950.1
18406	IUM83_18384	nuclear transport factor 2 family protein	KAG6590951.1
18407	IUM83_18385	4-coumarate-CoA ligase	KAG6590952.1
18408	IUM83_18386	hypothetical protein	KAG6590953.1
18409	IUM83_18387	DDE superfamily endonuclease, CENP-B-like	KAG6590954.1
18410	IUM83_18388	GTP-dependent nucleic acid-binding protein engD	KAG6590944.1
18411	IUM83_18389	4-coumarate-CoA ligase	KAG6590945.1
18412	IUM83_18390	RUN and FYVE domain-containing protein 1	KAG6590903.1
18413	IUM83_18391	Dihydroxy-acid dehydratase	KAG6590902.1
18414	IUM83_18392	dihydroxy-acid dehydratase	KAG6590901.1
18415	IUM83_18393	putative peptidyl-prolyl cis-trans isomerase	KAG6590900.1
18416	IUM83_18394	Ribosomal protein L13	KAG6590908.1
18417	IUM83_18395	SCY1 protein kinase	KAG6590907.1
18418	IUM83_18396	hypothetical protein	KAG6590905.1
18419	IUM83_18397	hypothetical protein	KAG6590904.1
18420	IUM83_18398	T-cell activation inhibitor, mitochondrial	KAG6590899.1
18421	IUM83_18399	T-cell activation inhibitor, mitochondrial	KAG6590898.1
18422	IUM83_18400	SNARE associated Golgi protein	KAG6590889.1
18423	IUM83_18401	EVI5-like protein	KAG6590888.1
18424	IUM83_18402	hypothetical protein	KAG6590887.1
18425	IUM83_18403	putative homeodomain transcription factor	KAG6590886.1
18426	IUM83_18404	phosphorylcholine transferase LicD	KAG6590897.1
18427	IUM83_18405	Kinase A-anchor protein	KAG6590885.1
18428	IUM83_18406	Kinase A-anchor protein	KAG6590884.1
18429	IUM83_18407	tRNA (guanine-N(7)-)-methyltransferase	KAG6590882.1
18430	IUM83_18408	DNA repair protein	KAG6590881.1
18431	IUM83_18409	putative F-box protein	KAG6590880.1
18432	IUM83_18410	Drug/Metabolite Transporter (DMT) Superfamily	KAG6590943.1
18433	IUM83_18411	hypothetical protein	KAG6590933.1
18434	IUM83_18412	Methylmalonyl-CoA mutase	KAG6590934.1
18435	IUM83_18413	Methionine synthase	KAG6590935.1
18436	IUM83_18414	Necrosis inducing protein NPP1 type	KAG6590929.1
18437	IUM83_18415	putative camphor resistance CrcB protein	KAG6590930.1
18438	IUM83_18416	hypothetical protein	KAG6590931.1
18439	IUM83_18417	26s protease regulatory subunit 6a	KAG6590932.1
18440	IUM83_18418	26S protease regulatory subunit 6A	KAG6590926.1
18441	IUM83_18419	putative potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel	KAG6590927.1
18442	IUM83_18420	putative high-glucose-regulated protein	KAG6590911.1
18443	IUM83_18421	P-type ATPase (P-ATPase) Superfamily	KAG6590890.1
18444	IUM83_18422	P-type ATPase (P-ATPase) Superfamily	KAG6590913.1
18445	IUM83_18423	protein disulfide-isomerase domain	KAG6590912.1
18446	IUM83_18424	hypothetical protein	KAG6590892.1
18447	IUM83_18425	ABC transporter protein	KAG6590891.1
18448	IUM83_18426	Ubiquitin-like modifier-activating enzyme 5	KAG6590893.1
18449	IUM83_18427	Tetratricopeptide TPR1	KAG6590914.1
18450	IUM83_18428	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	KAG6590896.1
18451	IUM83_18429	hypothetical protein	KAG6590894.1
18452	IUM83_18430	Sorting nexin	KAG6590941.1
18453	IUM83_18431	hypothetical protein	KAG6590942.1
18454	IUM83_18432	Presenilin-like protein	KAG6590939.1
18455	IUM83_18433	hypothetical protein	KAG6590940.1
18456	IUM83_18434	Catalase/peroxidase HPI	KAG6590937.1
18457	IUM83_19073	Multidrug resistance protein ABC transporter	KAG6590853.1
18458	IUM83_19074	hypothetical protein	KAG6590855.1
18459	IUM83_19075	hypothetical protein	KAG6590854.1
18460	IUM83_19076	hypothetical protein	KAG6590849.1
18461	IUM83_19077	Carbohydrate-binding protein	KAG6590856.1
18462	IUM83_19078	hypothetical protein	KAG6590850.1
18463	IUM83_19079	Rab3 GTPase-activating protein catalytic subunit	KAG6590857.1
18464	IUM83_19080	Adhesin-like protein	KAG6590818.1
18465	IUM83_19081	adhesin-like protein	KAG6590845.1
18466	IUM83_19082	serine/threonine protein kinase	KAG6590815.1
18467	IUM83_19083	hypothetical protein	KAG6590821.1
18468	IUM83_19084	hypothetical protein	KAG6590822.1
18469	IUM83_19085	putative secreted RxLR effector protein	KAG6590819.1
18470	IUM83_19086	putative secreted RxLR effector protein	KAG6590858.1
18471	IUM83_19087	hypothetical protein	KAG6590820.1
18472	IUM83_19088	putative secreted RxLR effector protein	KAG6590816.1
18473	IUM83_19089	hypothetical protein	KAG6590817.1
18474	IUM83_19090	Histone-lysine N-methyltransferase setd3	KAG6590840.1
18475	IUM83_19091	60S ribosomal protein L18a	KAG6590839.1
18476	IUM83_19092	Pre-mRNA-splicing factor 38B	KAG6590838.1
18477	IUM83_19093	hypothetical protein	KAG6590837.1
18478	IUM83_19094	hypothetical protein	KAG6590844.1
18479	IUM83_19095	hypothetical protein	KAG6590843.1
18480	IUM83_19096	hypothetical protein	KAG6590842.1
18481	IUM83_19097	hypothetical protein	KAG6590841.1
18482	IUM83_19098	TKL protein kinase	KAG6590836.1
18483	IUM83_19099	Crinkler (CRN)	KAG6590835.1
18484	IUM83_19100	ATLS1-like light-inducible protein	KAG6590826.1
18485	IUM83_19101	Macrophage migration inhibitory factor	KAG6590825.1
18486	IUM83_19102	putative pre-mRNA-splicing helicase BRR2	KAG6590876.1
18487	IUM83_19103	hypothetical protein	KAG6590827.1
18488	IUM83_19104	hypothetical protein	KAG6590852.1
18489	IUM83_19105	Tubulin--tyrosine ligase-like protein 12	KAG6590851.1
18490	IUM83_19106	Phosphatidylinositol transfer protein SEC14	KAG6590847.1
18491	IUM83_19107	RNA polymerase III transcription factor (TF)IIIC subunit	KAG6590878.1
18492	IUM83_19108	AGC protein kinase	KAG6590875.1
18493	IUM83_19109	Macrophage migration inhibitory factor	KAG6590824.1
18494	IUM83_19110	putative inactive ubiquitin carboxyl-terminal hydrolase	KAG6590863.1
18495	IUM83_19111	hypothetical protein	KAG6590864.1
18496	IUM83_19112	hypothetical protein	KAG6590859.1
18497	IUM83_19113	putative O-methyltransferase	KAG6590834.1
18498	IUM83_19114	hypothetical protein	KAG6590861.1
18499	IUM83_19115	Cleavage and polyadenylation specificity factor subunit 3	KAG6590862.1
18500	IUM83_19116	putative HECT E3 ubiquitin ligase	KAG6590833.1
18501	IUM83_19117	Nitrogen permease regulator NLRG/NPR2	KAG6590860.1
18502	IUM83_19118	Polycomb group RING finger protein 3	KAG6590831.1
18503	IUM83_19119	DNA-binding HORMA	KAG6590832.1
18504	IUM83_19120	hypothetical protein	KAG6590872.1
18505	IUM83_19121	hypothetical protein	KAG6590871.1
18506	IUM83_19122	Pol Polyprotein	KAG6590870.1
18507	IUM83_19123	putative mitochondrial protein	KAG6590869.1
18508	IUM83_19124	TKL protein kinase	KAG6590868.1
18509	IUM83_19125	TKL protein kinase	KAG6590867.1
18510	IUM83_19126	Retrovirus-related Gag-pol Polyprotein	KAG6590866.1
18511	IUM83_19127	Extracellular signal-regulated kinase 1	KAG6590865.1
18512	IUM83_19128	DNA-binding HORMA	KAG6590874.1
18513	IUM83_19129	Retroelement pol Polyprotein	KAG6590873.1
18514	IUM83_19130	hypothetical protein	KAG6590828.1
18515	IUM83_19131	Pol Polyprotein	KAG6590848.1
18516	IUM83_19132	Retrovirus Polyprotein	KAG6590829.1
18517	IUM83_19133	Pol protein	KAG6590830.1
18518	IUM83_19521	ricin B lectin-like protein	KAG6590778.1
18519	IUM83_19522	Prolyl 4-hydroxylase subunit alpha-1	KAG6590794.1
18520	IUM83_19523	reverse transcriptase	KAG6590777.1
18521	IUM83_19524	atpase family aaa domain-containing protein 3-b-like	KAG6590780.1
18522	IUM83_19525	ATLS1-like light-inducible protein	KAG6590779.1
18523	IUM83_19526	hypothetical protein	KAG6590796.1
18524	IUM83_19527	Macrophage migration inhibitory factor	KAG6590814.1
18525	IUM83_19528	hypothetical protein	KAG6590776.1
18526	IUM83_19529	hypothetical protein	KAG6590797.1
18527	IUM83_19530	Macrophage migration inhibitory factor	KAG6590775.1
18528	IUM83_19531	DNA polymerase sigma	KAG6590802.1
18529	IUM83_19532	Ribosomal protein L21	KAG6590803.1
18530	IUM83_19533	Nascent polypeptide-associated complex subunit alpha-like protein	KAG6590798.1
18531	IUM83_19534	hypothetical protein	KAG6590804.1
18532	IUM83_19535	protease inhibitor EpiC2B	KAG6590799.1
18533	IUM83_19536	Calcium-activated potassium channel subunit alpha-1	KAG6590800.1
18534	IUM83_19537	WRKY transcription factor 19	KAG6590805.1
18535	IUM83_19538	14-3-3-like protein	KAG6590801.1
18536	IUM83_19539	Tubby C-terminal-like domain	KAG6590774.1
18537	IUM83_19540	hypothetical protein	KAG6590786.1
18538	IUM83_19541	Rab11 family GTPase	KAG6590785.1
