"gene_id","protein_id","description","BP_Term","BP_GO_IDs","MF_Term","MF_GO_IDs","CC_Term","CC_GO_IDs","SP..TM","Prediction"
"IUM83_02690","KAG6617275.1","RNA methyltransferase","RNA processing; -","GO:0006396; -","-; RNA methyltransferase activity","-; GO:0008173","-","-","No, 0","-"
"IUM83_02530","KAG6617276.1","Exocyst complex component Sec3","exocytosis; -","GO:0006887; -","-","-","-; exocyst","-; GO:0000145","No, 0","-"
"IUM83_02479","KAG6617277.1","putative methyltransferase","-","-","protein binding; methyltransferase activity","GO:0005515; GO:0008168","-","-","No, 0","-"
"IUM83_02479","KAG6617278.1","putative methyltransferase","-","-","methyltransferase activity","GO:0008168","-","-","No, 0","-"
"IUM83_02558","KAG6617279.1","Bacterial PH-like domain","phosphorylation; -","GO:0016310; -","-; nucleic acid binding; RNA binding; kinase activity","-; GO:0003676; GO:0003723; GO:0016301","-","-","No, 0","-"
"IUM83_02535","KAG6617280.1","secreted RxLR effector peptide protein, putative","-","-","-","-","membrane","GO:0016020","Yes, 2","Cytoplasmic effector"
"IUM83_02536","KAG6617281.1","Serine/threonine protein kinase","protein phosphorylation; cell surface receptor signaling pathway; -","GO:0006468; GO:0007166; -","-; protein kinase activity; protein binding; ATP binding","-; GO:0004672; GO:0005515; GO:0005524","-","-","No, 0","-"
"IUM83_02537","KAG6617282.1","Reticulocyte-binding protein 2 a","-","-","-","-","-","-","No, 0","-"
"IUM83_02661","KAG6617283.1","Rint-1 family protein","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum; regulation of ER to Golgi vesicle-mediated transport; -","GO:0006890; GO:0060628; -","-","-","-; Dsl1/NZR complex","-; GO:0070939","Yes, 0","Non-effector"
"IUM83_02663","KAG6617284.1","Voltage-gated Ion Channel (VIC) Superfamily","monoatomic ion transport; monoatomic ion transmembrane transport; transmembrane transport; -","GO:0006811; GO:0034220; GO:0055085; -","-; monoatomic ion channel activity","-; GO:0005216","-; membrane","-; GO:0016020","No, 0","-"
"IUM83_02434","KAG6617285.1","glycine-rich protein A3","intracellular protein transport; endoplasmic reticulum to Golgi vesicle-mediated transport; protein transport; -","GO:0006886; GO:0006888; GO:0015031; -","-; zinc ion binding","-; GO:0008270","-; COPII vesicle coat","-; GO:0030127","No, 0","-"
"IUM83_02509","KAG6617286.1","hypothetical protein IUM83_02509","-","-","-","-","-","-","No, 0","-"
"IUM83_02508","KAG6617287.1","tubby-like protein","-","-","-","-","-","-","No, 0","-"
"IUM83_02345","KAG6617288.1","hypothetical protein IUM83_02345","-","-","-","-","-","-","No, 0","-"
"IUM83_02453","KAG6617289.1","cadmium resistance protein CadD","-","-","-","-","membrane","GO:0016020","No, 5","-"
"IUM83_02452","KAG6617290.1","ABC transporter G family member 36","transmembrane transport; -","GO:0055085; -","-; ATP binding; ABC-type transporter activity","-; GO:0005524; GO:0140359","-; membrane","-; GO:0016020","No, 13","-"
"IUM83_02541","KAG6617291.1","NADP oxidoreductase coenzyme F420-dependent","proline biosynthetic process; -","GO:0006561; -","-; pyrroline-5-carboxylate reductase activity","-; GO:0004735","-","-","No, 0","-"
"IUM83_02545","KAG6617292.1","NADP oxidoreductase coenzyme F420-dependent","proline biosynthetic process; -","GO:0006561; -","-; pyrroline-5-carboxylate reductase activity","-; GO:0004735","-","-","No, 0","-"
"IUM83_02544","KAG6617293.1","Phosphate acetyltransferase","-","-","acyltransferase activity","GO:0016746","-","-","No, 0","-"
"IUM83_02546","KAG6617294.1","putative ankyrin repeat domain-containing protein","-","-","-","-","-","-","No, 0","-"
"IUM83_02548","KAG6617295.1","Catalase","response to oxidative stress; hydrogen peroxide catabolic process; -","GO:0006979; GO:0042744; -","-; catalase activity; heme binding","-; GO:0004096; GO:0020037","-","-","No, 0","-"
"IUM83_02450","KAG6617296.1","F-actin-capping protein subunit beta","actin cytoskeleton organization; barbed-end actin filament capping; actin filament capping; -","GO:0030036; GO:0051016; GO:0051693; -","-; actin binding","-; GO:0003779","-; cytoplasm; cytoskeleton; F-actin capping protein complex","-; GO:0005737; GO:0005856; GO:0008290","No, 0","-"
"IUM83_02455","KAG6617297.1","Ankyrin repeat-containing domain","-","-","-","-","-","-","No, 0","-"
"IUM83_02575","KAG6617298.1","gtp-binding protein","-","-","nucleotide binding; GTP binding; metal ion binding; -","GO:0000166; GO:0005525; GO:0046872; -","-; membrane","-; GO:0016020","No, 2","-"
"IUM83_02459","KAG6617299.1","hypothetical protein IUM83_02459","DNA integration; -","GO:0015074; -","-; nucleic acid binding","-; GO:0003676","-; membrane","-; GO:0016020","No, 0","-"
"IUM83_02459","KAG6617300.1","hypothetical protein IUM83_02459","-","-","-","-","membrane","GO:0016020","No, 0","-"
"IUM83_02570","KAG6617301.1","actin superfamily","-","-","-","-","-","-","No, 0","-"
"IUM83_02573","KAG6617302.1","hypothetical protein IUM83_02573","-","-","oxidoreductase activity; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; metal ion binding; NAD binding; -","GO:0016491; GO:0016616; GO:0046872; GO:0051287; -","-; membrane","-; GO:0016020","No, 2","-"
"IUM83_02485","KAG6617303.1","Voltage-gated Ion Channel (VIC) Superfamily","monoatomic ion transport; potassium ion transport; monoatomic ion transmembrane transport; transmembrane transport; potassium ion transmembrane transport; -","GO:0006811; GO:0006813; GO:0034220; GO:0055085; GO:0071805; -","-; monoatomic ion channel activity; voltage-gated potassium channel activity","-; GO:0005216; GO:0005249","-; membrane","-; GO:0016020","No, 0","-"
"IUM83_02486","KAG6617304.1","Voltage-gated Ion Channel","monoatomic ion transport; potassium ion transport; monoatomic ion transmembrane transport; transmembrane transport; potassium ion transmembrane transport; -","GO:0006811; GO:0006813; GO:0034220; GO:0055085; GO:0071805; -","-; monoatomic ion channel activity; voltage-gated potassium channel activity","-; GO:0005216; GO:0005249","-; membrane","-; GO:0016020","No, 3","-"
"IUM83_02487","KAG6617305.1","hypothetical protein IUM83_02487","-","-","-","-","-","-","No, 0","-"
"IUM83_02480","KAG6617306.1","Inositol polyphosphate 5-phosphatase","phosphatidylinositol dephosphorylation; -","GO:0046856; -","-; phosphatase activity","-; GO:0016791","-; membrane","-; GO:0016020","No, 1","-"
"IUM83_02482","KAG6617307.1","Cyclic nucleotide-binding domain","monoatomic ion transport; transmembrane transport; -","GO:0006811; GO:0055085; -","-; monoatomic ion channel activity","-; GO:0005216","-; membrane","-; GO:0016020","No, 6","-"
"IUM83_02489","KAG6617308.1","family 31 glycoside hydrolase","carbohydrate metabolic process; metabolic process; -","GO:0005975; GO:0008152; -","-; catalytic activity; hydrolase activity, hydrolyzing O-glycosyl compounds; hydrolase activity; hydrolase activity, acting on glycosyl bonds; carbohydrate binding; starch binding","-; GO:0003824; GO:0004553; GO:0016787; GO:0016798; GO:0030246; GO:2001070","-","-","No, 0","-"
"IUM83_02617","KAG6617309.1","Serine/threonine protein kinase","cell surface receptor signaling pathway","GO:0007166","-","-","-","-","No, 0","-"
"IUM83_02616","KAG6617310.1","Carbohydrate-binding protein","-","-","-","-","-","-","Yes, 0","Non-effector"
"IUM83_02616","KAG6617311.1","Carbohydrate-binding protein","-","-","-","-","-","-","No, 0","-"
"IUM83_02533","KAG6617312.1","putative serine protease family S33","proteolysis; -","GO:0006508; -","-; peptidase activity; hydrolase activity","-; GO:0008233; GO:0016787","-; membrane","-; GO:0016020","No, 0","-"
"IUM83_02443","KAG6617313.1","Glucan 1","proteolysis; -","GO:0006508; -","-; hydrolase activity, hydrolyzing O-glycosyl compounds; protein binding","-; GO:0004553; GO:0005515","-; extracellular region","-; GO:0005576","No, 0","Non-effector"
"IUM83_02513","KAG6617314.1","hypothetical protein IUM83_02513","-","-","-","-","-","-","No, 0","-"
"IUM83_02444","KAG6617315.1","Glucan 1","proteolysis; -","GO:0006508; -","-; hydrolase activity, hydrolyzing O-glycosyl compounds; protein binding","-; GO:0004553; GO:0005515","-; extracellular region","-; GO:0005576","Yes, 0","-"
"IUM83_02471","KAG6617316.1","putative domain, di-copper centre","-","-","oxidoreductase activity","GO:0016491","-","-","Yes, 0","Non-effector"
"IUM83_02449","KAG6617317.1","hypothetical protein IUM83_02449","-","-","-","-","-","-","No, 0","-"
"IUM83_02454","KAG6617318.1","TKL/DRK protein kinase","-","-","-","-","-","-","No, 0","-"
"IUM83_02634","KAG6617319.1","hypothetical protein IUM83_02634","-","-","-","-","membrane","GO:0016020","No, 2","-"
"IUM83_02361","KAG6617320.1","ef-1 guanine nucleotide exchange domain-containing","translational elongation; -","GO:0006414; -","-; translation elongation factor activity","-; GO:0003746","-","-","No, 0","-"
"IUM83_02679","KAG6617321.1","PH domain-containing protein","small GTPase mediated signal transduction; -","GO:0007264; -","-; guanyl-nucleotide exchange factor activity","-; GO:0005085","-","-","No, 0","-"
"IUM83_02678","KAG6617322.1","Dedicator of cytokinesis protein 8","small GTPase mediated signal transduction; -","GO:0007264; -","-; guanyl-nucleotide exchange factor activity","-; GO:0005085","-","-","No, 0","-"
"IUM83_02677","KAG6617323.1","DnaJ subfamily C member 15","-","-","-","-","-","-","No, 0","-"
"IUM83_02676","KAG6617324.1","serine/threonine protein kinase","protein phosphorylation; -","GO:0006468; -","-; protein kinase activity; ATP binding","-; GO:0004672; GO:0005524","-","-","No, 0","-"
"IUM83_02369","KAG6617325.1","tRNA (guanine-N(1)-)-methyltransferase","-","-","methyltransferase activity","GO:0008168","-","-","No, 0","-"
"IUM83_02306","KAG6617326.1","Mitochondrial Carrier (MC) Family","-","-","-","-","membrane","GO:0016020","Yes, 3","Non-effector"
"IUM83_02309","KAG6617327.1","Dehydrogenase/reductase SDR family member 13","-","-","-","-","membrane","GO:0016020","Yes, 1","Cytoplasmic effector"
"IUM83_02440","KAG6617328.1","cell division protease ftsH","-","-","ATP binding; ATP hydrolysis activity","GO:0005524; GO:0016887","-","-","No, 0","-"
"IUM83_02442","KAG6617329.1","Ankyrin repeats domain-containing protein","-","-","-","-","-","-","No, 0","-"
"IUM83_02445","KAG6617330.1","Ankyrin repeats domain-containing protein","-","-","-","-","-","-","No, 0","-"
"IUM83_02448","KAG6617331.1","F-actin-capping protein subunit beta","barbed-end actin filament capping; -","GO:0051016; -","-","-","-; F-actin capping protein complex","-; GO:0008290","No, 0","-"
"IUM83_02497","KAG6617332.1","EF-hand domain pair","-","-","calcium ion binding","GO:0005509","-","-","No, 0","-"
"IUM83_02592","KAG6617333.1","hypothetical protein IUM83_02592","-","-","-","-","membrane","GO:0016020","No, 1","-"
"IUM83_02590","KAG6617334.1","Elongator complex protein","tRNA wobble uridine modification; -","GO:0002098; -","-","-","-; elongator holoenzyme complex","-; GO:0033588","No, 0","-"
"IUM83_02591","KAG6617335.1","ABC transporter A family member 1","transmembrane transport; -","GO:0055085; -","-; ATP binding; ABC-type transporter activity","-; GO:0005524; GO:0140359","-; membrane","-; GO:0016020","No, 12","-"
"IUM83_02591","KAG6617336.1","ABC transporter A family member 1","transmembrane transport; -","GO:0055085; -","-; ATP binding; ABC-type transporter activity","-; GO:0005524; GO:0140359","-; membrane","-; GO:0016020","Yes, 6","Non-effector"
"IUM83_02596","KAG6617337.1","Callose synthase 5","lipid metabolic process; -","GO:0006629; -","-; oxidoreductase activity, acting on the CH-CH group of donors","-; GO:0016627","-; membrane","-; GO:0016020","No, 0","-"
"IUM83_02269","KAG6617338.1","Tetratricopeptide repeat protein","-","-","protein binding","GO:0005515","-","-","No, 0","-"
"IUM83_02561","KAG6617339.1","serine/threonine-protein kinase drkB","transmembrane transport; -","GO:0055085; -","-; nucleotide binding; ATP binding; metal ion binding; ABC-type transporter activity","-; GO:0000166; GO:0005524; GO:0046872; GO:0140359","-; membrane","-; GO:0016020","No, 0","-"
"IUM83_02303","KAG6617340.1","Tetratricopeptide-like helical","-","-","protein binding","GO:0005515","-","-","Yes, 0","Non-effector"
"IUM83_02302","KAG6617341.1","Tetratricopeptide repeat-containing domain","-","-","-","-","membrane","GO:0016020","No, 3","-"
"IUM83_02301","KAG6617342.1","EF-hand domain pair","-","-","calcium ion binding","GO:0005509","-","-","No, 0","-"
"IUM83_02301","KAG6617343.1","EF-hand domain pair","-","-","calcium ion binding","GO:0005509","-","-","No, 0","-"
"IUM83_02300","KAG6617344.1","Signal peptide peptidase","-","-","aspartic-type endopeptidase activity; -","GO:0004190; -","-; membrane","-; GO:0016020","Yes, 9","Non-effector"
"IUM83_02659","KAG6617345.1","bZIP transcription factor 1","-","-","-","-","-","-","No, 0","-"
"IUM83_02658","KAG6617346.1","Dihydrolipoyllysine-residue succinyltransferase","-","-","transferase activity","GO:0016740","-","-","No, 0","-"
"IUM83_02305","KAG6617347.1","alkaline phytoceramidase","ceramide metabolic process; autophagy; response to salt stress; defense response to other organism; -","GO:0006672; GO:0006914; GO:0009651; GO:0098542; -","-; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","-; GO:0016811","-; membrane","-; GO:0016020","No, 7","-"
"IUM83_02304","KAG6617348.1","alkaline phytoceramidase","ceramide metabolic process; autophagy; response to salt stress; defense response to other organism; -","GO:0006672; GO:0006914; GO:0009651; GO:0098542; -","-; hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","-; GO:0016811","-; membrane","-; GO:0016020","Yes, 7","Non-effector"
"IUM83_02655","KAG6617349.1","Prolyl oligopeptidase","-","-","hydrolase activity; -","GO:0016787; -","-; membrane","-; GO:0016020","No, 0","-"
"IUM83_02654","KAG6617350.1","carboxylesterase family protein","-","-","hydrolase activity","GO:0016787","-","-","No, 0","-"
"IUM83_02308","KAG6617351.1","Dehydrogenase/reductase SDR family member 13","-","-","-","-","membrane","GO:0016020","No, 0","-"
"IUM83_02308","KAG6617352.1","Dehydrogenase/reductase SDR family member 13","-","-","-","-","-","-","No, 0","-"
"IUM83_02651","KAG6617353.1","Pre-mRNA-splicing factor","-","-","-","-","-","-","No, 0","-"
"IUM83_02650","KAG6617354.1","Dynein beta chain, flagellar outer arm","microtubule-based movement; -","GO:0007018; -","-; ATP binding; minus-end-directed microtubule motor activity","-; GO:0005524; GO:0008569","-; dynein complex","-; GO:0030286","No, 0","-"
"IUM83_02650","KAG6617355.1","Dynein beta chain, flagellar outer arm","-","-","ATP binding","GO:0005524","-","-","No, 0","-"
"IUM83_02652","KAG6617356.1","Pre-mRNA-splicing factor","-","-","RNA binding; protein binding","GO:0003723; GO:0005515","-","-","Yes, 0","Non-effector"
"IUM83_02267","KAG6617357.1","atp-binding cassette superfamily","-","-","-","-","membrane","GO:0016020","Yes, 0","-"
"IUM83_02657","KAG6617358.1","bZIP transcription factor 1","-","-","-","-","-","-","No, 0","-"
"IUM83_02518","KAG6617359.1","hypothetical protein IUM83_02518","-","-","calcium ion binding","GO:0005509","-","-","No, 0","-"
"IUM83_02656","KAG6617360.1","bZIP transcription factor 1","-","-","-","-","-","-","No, 0","-"
"IUM83_02347","KAG6617361.1","putative citrate synthase","citrate metabolic process; -","GO:0006101; -","-; citrate (Si)-synthase activity","-; GO:0004108","-","-","No, 0","-"
"IUM83_02346","KAG6617362.1","chitin synthase","chitin biosynthetic process; -","GO:0006031; -","-; chitin synthase activity","-; GO:0004100","-","-","No, 7","Non-effector"
"IUM83_02514","KAG6617363.1","Serine/threonine protein Kinase","-","-","protein binding","GO:0005515","-","-","Yes, 0","-"
"IUM83_02515","KAG6617364.1","hypothetical protein IUM83_02515","-","-","-","-","-","-","Yes, 0","-"
"IUM83_02653","KAG6617365.1","hypothetical protein IUM83_02653","-","-","-","-","-","-","No, 0","-"
"IUM83_02343","KAG6617366.1","40S ribosomal protein S8","translation; -","GO:0006412; -","-; structural constituent of ribosome","-; GO:0003735","-; ribosome","-; GO:0005840","No, 0","-"
"IUM83_02341","KAG6617367.1","prefoldin, alpha subunit","-","-","protein binding","GO:0005515","-","-","No, 0","-"
"IUM83_02468","KAG6617368.1","Sulfate Permease (SulP) Family","sulfate transport; -","GO:0008272; -","-; sulfate transmembrane transporter activity","-; GO:0015116","-; membrane","-; GO:0016020","No, 6","-"
"IUM83_02468","KAG6617369.1","Sulfate Permease (SulP) Family","sulfate transport; -","GO:0008272; -","-; sulfate transmembrane transporter activity","-; GO:0015116","-; membrane","-; GO:0016020","No, 10","-"
"IUM83_02463","KAG6617370.1","Sulfate Permease (SulP) Family","tRNA wobble uridine modification; tRNA processing; sulfate transport; transmembrane transport; sulfate transmembrane transport; -","GO:0002098; GO:0008033; GO:0008272; GO:0055085; GO:1902358; -","-; secondary active sulfate transmembrane transporter activity","-; GO:0008271","-; nucleus; cytoplasm; membrane; elongator holoenzyme complex","-; GO:0005634; GO:0005737; GO:0016020; GO:0033588","No, 0","-"
"IUM83_02463","KAG6617371.1","Sulfate Permease","sulfate transport; transmembrane transport; -","GO:0008272; GO:0055085; -","-; secondary active sulfate transmembrane transporter activity","-; GO:0008271","-; membrane","-; GO:0016020","Yes, 0","-"
